                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.83763,                0.45263,                 0.8416,                0.99892,                      1,                  0.995,                0.68063,                 1.1542,                0.47031,                 0.9419,               0.004852,               0.004852,               0.004852
                    158,                0.89965,                0.46164,                0.84083,                0.99884,                      1,                  0.995,                0.71144,                 1.0926,                 0.4541,                0.92578,               0.004819,               0.004819,               0.004819
                    159,                0.87558,                0.45595,                0.85508,                0.99897,                      1,                  0.995,                0.68059,                 1.1609,                0.45525,                0.94114,               0.004786,               0.004786,               0.004786
                    160,                0.94502,                0.47767,                 0.8496,                0.99889,                      1,                  0.995,                0.70582,                 1.1151,                 0.4673,                0.93113,               0.004753,               0.004753,               0.004753
                    161,                0.92387,                0.45279,                0.86725,                0.99895,                      1,                  0.995,                0.68214,                 1.1402,                0.45197,                0.93441,                0.00472,                0.00472,                0.00472
                    162,                0.87574,                0.45373,                0.85182,                0.99899,                      1,                  0.995,                0.68412,                 1.1347,                0.44386,                0.93697,               0.004687,               0.004687,               0.004687
                    163,                0.84687,                0.44887,                0.85097,                0.99883,                      1,                  0.995,                0.68662,                 1.1213,                0.44473,                0.93179,               0.004654,               0.004654,               0.004654
                    164,                0.85233,                0.45127,                0.84287,                0.99876,                      1,                  0.995,                 0.6919,                 1.1125,                0.44661,                0.92465,               0.004621,               0.004621,               0.004621
                    165,                0.86185,                0.44686,                0.83948,                0.99872,                      1,                  0.995,                0.69771,                 1.0917,                0.43716,                0.92294,               0.004588,               0.004588,               0.004588
                    166,                0.84423,                0.45353,                  0.846,                 0.9988,                      1,                  0.995,                 0.6985,                 1.0785,                0.44129,                0.91519,               0.004555,               0.004555,               0.004555
                    167,                0.83327,                 0.4466,                0.85353,                0.99877,                      1,                  0.995,                0.70639,                  1.094,                0.43097,                0.92466,               0.004522,               0.004522,               0.004522
                    168,                0.77944,                0.42743,                0.82294,                0.99866,                      1,                  0.995,                0.71317,                   1.11,                 0.4422,                0.92011,               0.004489,               0.004489,               0.004489
                    169,                 0.8615,                 0.4555,                 0.8407,                0.99865,                      1,                  0.995,                0.70506,                 1.1143,                0.44728,                0.92927,               0.004456,               0.004456,               0.004456
                    170,                0.81955,                0.43944,                0.83586,                0.99866,                      1,                  0.995,                0.71817,                 1.0909,                0.44827,                 0.9145,               0.004423,               0.004423,               0.004423
                    171,                0.80733,                0.43496,                0.83967,                0.99874,                      1,                  0.995,                0.69475,                 1.1237,                0.44486,                0.92901,                0.00439,                0.00439,                0.00439
                    172,                0.83648,                0.43949,                0.85566,                 0.9988,                      1,                  0.995,                0.71381,                 1.0921,                0.44759,                0.91688,               0.004357,               0.004357,               0.004357
                    173,                0.81362,                0.43087,                0.82039,                0.99888,                      1,                  0.995,                0.70166,                 1.1078,                0.45195,                0.92255,               0.004324,               0.004324,               0.004324
                    174,                0.90213,                  0.448,                0.84283,                0.99878,                      1,                  0.995,                0.71228,                 1.0787,                0.44034,                0.91346,               0.004291,               0.004291,               0.004291
                    175,                0.80397,                0.41673,                0.83951,                0.99886,                      1,                  0.995,                0.70471,                 1.1072,                0.45949,                0.91941,               0.004258,               0.004258,               0.004258
                    176,                0.82155,                0.42865,                0.85289,                0.99893,                      1,                  0.995,                0.68874,                 1.1203,                0.46948,                0.93173,               0.004225,               0.004225,               0.004225
                    177,                0.80064,                0.42499,                0.83049,                0.99892,                      1,                  0.995,                0.69507,                 1.0824,                0.44018,                0.91895,               0.004192,               0.004192,               0.004192
                    178,                0.76169,                0.41334,                0.85634,                0.99888,                      1,                  0.995,                0.68401,                 1.1688,                0.45067,                0.94455,               0.004159,               0.004159,               0.004159
                    179,                0.82692,                 0.4537,                0.82759,                0.99889,                      1,                  0.995,                0.70569,                 1.0754,                0.43998,                0.92637,               0.004126,               0.004126,               0.004126
                    180,                0.83878,                0.45993,                0.84952,                0.99889,                      1,                  0.995,                0.67484,                 1.1221,                 0.4514,                0.93661,               0.004093,               0.004093,               0.004093
                    181,                0.81738,                0.43921,                0.82927,                0.99893,                      1,                  0.995,                0.70004,                 1.0943,                0.46801,                0.92565,                0.00406,                0.00406,                0.00406
                    182,                0.83867,                0.45588,                0.84281,                0.99889,                      1,                  0.995,                0.67805,                 1.1307,                0.45787,                0.94119,               0.004027,               0.004027,               0.004027
                    183,                0.79196,                0.43428,                0.83816,                0.99891,                      1,                  0.995,                 0.6893,                 1.1051,                0.45069,                0.92894,               0.003994,               0.003994,               0.003994
                    184,                0.82279,                 0.4447,                0.84076,                 0.9989,                      1,                  0.995,                0.69049,                 1.1123,                0.44999,                0.93568,               0.003961,               0.003961,               0.003961
                    185,                0.75676,                0.42114,                 0.8324,                0.99889,                      1,                  0.995,                0.68946,                 1.0878,                0.44103,                0.92671,               0.003928,               0.003928,               0.003928
