                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                  1.512,                0.63354,                0.86796,                0.99538,                0.99353,                 0.9935,                0.53783,                 1.5237,                0.59948,                0.86371,               0.004753,               0.004753,               0.004753
                    161,                 1.4954,                 0.6295,                0.85954,                0.99991,                0.99784,                  0.995,                0.54392,                 1.5628,                 0.5942,                0.86712,                0.00472,                0.00472,                0.00472
                    162,                 1.4851,                0.62121,                0.86539,                0.99956,                0.99569,                  0.995,                0.53664,                 1.5357,                0.59186,                0.86893,               0.004687,               0.004687,               0.004687
                    163,                 1.5103,                0.61457,                0.87458,                0.99991,                      1,                  0.995,                0.52572,                 1.6018,                0.60841,                0.87428,               0.004654,               0.004654,               0.004654
                    164,                 1.4936,                0.62048,                0.86221,                      1,                0.99767,                  0.995,                0.54094,                 1.5132,                0.61515,                 0.8635,               0.004621,               0.004621,               0.004621
                    165,                 1.5222,                0.63657,                0.86822,                      1,                0.99519,                  0.995,                  0.543,                 1.5167,                0.61426,                 0.8632,               0.004588,               0.004588,               0.004588
                    166,                 1.5177,                0.63098,                0.86627,                 0.9976,                0.99784,                  0.995,                0.54748,                 1.5111,                0.58622,                0.86412,               0.004555,               0.004555,               0.004555
                    167,                 1.5102,                0.63232,                0.87122,                0.99541,                0.99569,                0.99398,                0.54176,                  1.505,                0.59914,                0.86482,               0.004522,               0.004522,               0.004522
                    168,                 1.4799,                0.61416,                0.86423,                0.99138,                0.99131,                0.99082,                0.52558,                  1.542,                0.59999,                0.86795,               0.004489,               0.004489,               0.004489
                    169,                 1.4765,                0.62242,                0.85474,                0.99341,                0.99353,                0.99163,                0.53203,                 1.5695,                0.60476,                0.87123,               0.004456,               0.004456,               0.004456
                    170,                 1.4829,                0.62285,                 0.8651,                0.99569,                0.99547,                0.99444,                0.54917,                 1.5158,                0.59283,                0.86321,               0.004423,               0.004423,               0.004423
                    171,                 1.4746,                0.60748,                0.86654,                0.99528,                0.99353,                0.99397,                0.54131,                 1.5434,                0.61509,                0.86669,                0.00439,                0.00439,                0.00439
                    172,                  1.481,                0.62343,                0.86664,                 0.9955,                0.99569,                0.99476,                 0.5452,                 1.4917,                0.59199,                0.86076,               0.004357,               0.004357,               0.004357
                    173,                 1.4554,                0.60319,                0.86986,                0.99753,                0.99353,                0.99437,                0.53935,                 1.5128,                0.58575,                0.86557,               0.004324,               0.004324,               0.004324
                    174,                 1.4807,                0.61517,                0.85966,                0.99983,                      1,                  0.995,                0.54246,                 1.5306,                0.58771,                0.86561,               0.004291,               0.004291,               0.004291
                    175,                  1.468,                0.60759,                0.86378,                0.99971,                      1,                  0.995,                0.55433,                 1.5369,                 0.5864,                0.86355,               0.004258,               0.004258,               0.004258
                    176,                 1.4888,                0.61572,                 0.8715,                 0.9999,                      1,                  0.995,                0.54499,                 1.5375,                0.58157,                0.86674,               0.004225,               0.004225,               0.004225
                    177,                 1.4627,                0.61856,                 0.8624,                0.99782,                0.99784,                  0.995,                0.53321,                 1.5364,                0.59405,                 0.8648,               0.004192,               0.004192,               0.004192
                    178,                 1.4605,                0.61092,                0.85983,                0.99669,                0.99138,                0.99454,                0.54778,                 1.5109,                0.59899,                0.86331,               0.004159,               0.004159,               0.004159
                    179,                 1.4368,                0.60399,                0.85683,                0.99749,                0.99569,                0.99498,                0.53393,                 1.5601,                0.58746,                0.86832,               0.004126,               0.004126,               0.004126
                    180,                 1.4547,                0.59847,                0.85702,                0.99483,                0.99353,                0.99446,                0.51071,                 1.5598,                0.60807,                0.86964,               0.004093,               0.004093,               0.004093
                    181,                 1.4518,                0.60203,                0.85874,                0.99553,                0.99353,                0.99463,                 0.5493,                  1.537,                0.59586,                0.86447,                0.00406,                0.00406,                0.00406
                    182,                 1.4621,                0.60836,                0.85421,                0.99784,                0.99745,                0.99496,                0.54105,                 1.5434,                0.58363,                0.86823,               0.004027,               0.004027,               0.004027
                    183,                 1.4746,                0.60521,                0.86439,                 0.9998,                      1,                  0.995,                0.52796,                 1.5312,                0.58555,                0.86687,               0.003994,               0.003994,               0.003994
                    184,                 1.4643,                0.60469,                0.86156,                0.99569,                0.99566,                 0.9945,                0.53937,                 1.5652,                0.58422,                0.86726,               0.003961,               0.003961,               0.003961
                    185,                 1.4184,                0.60092,                0.84851,                 0.9997,                0.99784,                  0.995,                0.54495,                 1.5468,                0.58241,                0.86749,               0.003928,               0.003928,               0.003928
                    186,                 1.4793,                0.59749,                0.86987,                 0.9976,                0.99569,                  0.995,                0.53592,                 1.5564,                0.58583,                0.86698,               0.003895,               0.003895,               0.003895
                    187,                 1.4301,                0.59135,                0.85199,                0.99765,                0.99569,                  0.995,                0.54718,                 1.5235,                  0.586,                0.86633,               0.003862,               0.003862,               0.003862
                    188,                 1.4837,                0.60987,                0.86616,                0.99546,                0.99353,                0.99338,                0.54323,                 1.5301,                0.58659,                0.86237,               0.003829,               0.003829,               0.003829
                    189,                 1.4755,                0.60151,                0.86576,                0.99784,                0.99766,                0.99498,                0.55302,                 1.5051,                0.58699,                0.86145,               0.003796,               0.003796,               0.003796
                    190,                 1.4728,                0.61347,                0.85842,                0.99774,                0.99784,                  0.995,                0.54479,                 1.5238,                0.58579,                0.86337,               0.003763,               0.003763,               0.003763
                    191,                 1.4447,                  0.597,                 0.8654,                0.99767,                0.99784,                 0.9945,                 0.5475,                  1.531,                0.58872,                 0.8661,                0.00373,                0.00373,                0.00373
                    192,                 1.4674,                 0.5961,                0.86687,                0.99767,                0.99784,                0.99478,                0.55088,                 1.5249,                0.57638,                0.86377,               0.003697,               0.003697,               0.003697
                    193,                 1.4376,                0.59713,                0.86066,                0.99702,                0.99353,                0.99424,                 0.5302,                 1.5209,                0.58077,                0.86561,               0.003664,               0.003664,               0.003664
                    194,                 1.4492,                0.60945,                0.85692,                0.99558,                0.99353,                 0.9942,                 0.5273,                 1.5533,                0.58667,                0.86695,               0.003631,               0.003631,               0.003631
                    195,                 1.4509,                 0.5931,                0.86173,                0.99777,                0.99784,                0.99369,                0.54704,                 1.5235,                0.58749,                0.86288,               0.003598,               0.003598,               0.003598
                    196,                 1.4488,                 0.6055,                0.86209,                0.99494,                0.99569,                0.99383,                0.54605,                 1.4986,                0.57515,                0.86128,               0.003565,               0.003565,               0.003565
                    197,                 1.4353,                0.58895,                0.85567,                0.99546,                0.99569,                0.99386,                0.55157,                 1.5026,                 0.5707,                0.86161,               0.003532,               0.003532,               0.003532
                    198,                 1.4515,                0.60407,                 0.8622,                      1,                0.99951,                  0.995,                0.55259,                 1.4997,                0.57504,                0.86004,               0.003499,               0.003499,               0.003499
                    199,                 1.4462,                0.59077,                0.85175,                0.99784,                 0.9956,                0.99409,                0.52977,                 1.5484,                0.58143,                0.86724,               0.003466,               0.003466,               0.003466
                    200,                 1.4472,                0.59663,                0.85741,                 0.9978,                      1,                  0.995,                0.55148,                 1.5437,                0.58478,                0.86444,               0.003433,               0.003433,               0.003433
                    201,                 1.4201,                0.59066,                0.85767,                0.99769,                0.99784,                0.99498,                0.54088,                 1.5335,                0.57963,                0.86616,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.4415,                 0.5937,                0.86266,                0.99775,                0.99784,                0.99494,                 0.5608,                 1.5355,                0.58432,                0.86281,               0.003367,               0.003367,               0.003367
                    203,                 1.4343,                0.58786,                0.85562,                0.99493,                0.99784,                0.99487,                0.54918,                 1.5483,                 0.5737,                0.86447,               0.003334,               0.003334,               0.003334
                    204,                 1.4469,                0.59662,                0.85993,                0.99554,                0.99569,                0.99362,                0.54368,                 1.5283,                0.59133,                0.86645,               0.003301,               0.003301,               0.003301
                    205,                 1.3998,                0.58216,                 0.8504,                0.99784,                0.99759,                  0.995,                 0.5583,                 1.5354,                0.56271,                0.86276,               0.003268,               0.003268,               0.003268
                    206,                 1.4524,                0.59219,                0.86132,                0.99767,                0.99784,                0.99498,                0.54084,                 1.5449,                0.57511,                0.86548,               0.003235,               0.003235,               0.003235
                    207,                 1.4192,                0.58895,                0.85483,                0.99771,                0.99784,                0.99416,                0.54477,                 1.5202,                0.57816,                0.86535,               0.003202,               0.003202,               0.003202
                    208,                 1.4278,                0.58615,                0.86009,                0.99539,                0.99569,                0.99358,                0.54386,                 1.5512,                 0.5784,                0.86791,               0.003169,               0.003169,               0.003169
                    209,                 1.4365,                0.57595,                0.85507,                0.99784,                0.99767,                 0.9933,                0.54324,                 1.5394,                0.57706,                0.86469,               0.003136,               0.003136,               0.003136
                    210,                 1.4055,                0.57342,                0.85055,                0.99984,                      1,                  0.995,                0.54024,                  1.556,                0.57135,                0.86655,               0.003103,               0.003103,               0.003103
                    211,                 1.4402,                0.58875,                0.86046,                0.99331,                0.99138,                0.99072,                0.52238,                 1.5814,                0.59858,                0.87202,                0.00307,                0.00307,                0.00307
                    212,                 1.4084,                0.57742,                0.85658,                0.99569,                0.99562,                0.99315,                0.54304,                 1.5425,                 0.5729,                0.86736,               0.003037,               0.003037,               0.003037
                    213,                 1.4316,                0.57749,                0.86472,                0.99568,                 0.9935,                0.99317,                0.54972,                 1.5495,                0.58101,                0.86612,               0.003004,               0.003004,               0.003004
                    214,                 1.4173,                0.58709,                0.85336,                 0.9998,                0.99569,                  0.995,                0.53761,                 1.5424,                0.57775,                0.86682,               0.002971,               0.002971,               0.002971
                    215,                 1.4499,                0.58149,                0.85309,                0.99784,                0.99564,                0.99476,                0.54589,                 1.5518,                0.58816,                0.86499,               0.002938,               0.002938,               0.002938
                    216,                 1.4213,                0.56642,                0.86135,                      1,                0.99981,                  0.995,                0.54622,                 1.5736,                0.57372,                0.86788,               0.002905,               0.002905,               0.002905
                    217,                 1.4103,                0.58209,                0.85128,                0.99733,                      1,                  0.995,                 0.5578,                  1.529,                0.57092,                0.86632,               0.002872,               0.002872,               0.002872
                    218,                 1.4089,                0.57503,                0.85422,                0.99781,                0.99784,                0.99466,                0.55179,                  1.525,                0.56795,                0.86489,               0.002839,               0.002839,               0.002839
                    219,                 1.4121,                0.58817,                0.85263,                0.99779,                0.99784,                0.99444,                0.54298,                 1.5183,                0.57648,                0.86447,               0.002806,               0.002806,               0.002806
                    220,                 1.4025,                0.57356,                0.85633,                 0.9999,                      1,                  0.995,                0.53685,                 1.5326,                0.57287,                0.86658,               0.002773,               0.002773,               0.002773
                    221,                 1.4258,                0.58271,                0.85131,                 0.9998,                      1,                  0.995,                0.53948,                 1.5465,                0.58843,                 0.8677,                0.00274,                0.00274,                0.00274
                    222,                 1.4058,                 0.5717,                0.86074,                0.99781,                0.99784,                0.99429,                0.54114,                 1.5421,                0.58475,                0.86393,               0.002707,               0.002707,               0.002707
                    223,                 1.3902,                0.57154,                0.85897,                0.99773,                0.99784,                0.99494,                0.53887,                 1.5627,                 0.5755,                0.86703,               0.002674,               0.002674,               0.002674
                    224,                 1.4086,                0.57206,                0.85199,                0.99767,                0.99784,                0.99491,                0.54883,                 1.5479,                0.58082,                0.86571,               0.002641,               0.002641,               0.002641
                    225,                 1.3912,                0.56801,                0.85119,                0.99763,                0.99784,                0.99494,                0.54929,                  1.532,                0.57574,                0.86509,               0.002608,               0.002608,               0.002608
                    226,                 1.4206,                0.57213,                0.85509,                0.99784,                0.99545,                0.99489,                0.54938,                 1.5334,                0.57442,                0.86386,               0.002575,               0.002575,               0.002575
                    227,                 1.3904,                0.57276,                0.84047,                0.99978,                      1,                  0.995,                0.54796,                 1.5391,                0.56577,                0.86518,               0.002542,               0.002542,               0.002542
                    228,                 1.3889,                0.57849,                 0.8524,                 0.9997,                      1,                  0.995,                0.55615,                 1.5235,                0.57416,                0.86262,               0.002509,               0.002509,               0.002509
                    229,                 1.3969,                0.57055,                0.86073,                0.99984,                      1,                  0.995,                0.54878,                 1.5448,                0.57578,                0.86563,               0.002476,               0.002476,               0.002476
                    230,                 1.3681,                0.56856,                0.84928,                0.99771,                0.99784,                  0.995,                0.54277,                 1.5249,                0.56396,                0.86424,               0.002443,               0.002443,               0.002443
                    231,                  1.378,                0.56588,                0.84336,                0.99569,                0.99566,                0.99374,                0.55125,                  1.538,                0.57219,                0.86553,                0.00241,                0.00241,                0.00241
                    232,                 1.3923,                0.55672,                0.84582,                      1,                      1,                  0.995,                0.55876,                 1.5456,                0.56844,                0.86618,               0.002377,               0.002377,               0.002377
                    233,                 1.3975,                0.56124,                0.85615,                0.99768,                0.99784,                  0.995,                0.53941,                 1.5533,                0.57566,                0.86791,               0.002344,               0.002344,               0.002344
                    234,                 1.3731,                0.55937,                0.84601,                0.99766,                0.99784,                0.99494,                 0.5449,                  1.546,                0.56967,                  0.868,               0.002311,               0.002311,               0.002311
                    235,                  1.395,                0.56564,                0.85531,                0.99555,                0.99569,                 0.9937,                 0.5452,                 1.5571,                 0.5746,                0.86823,               0.002278,               0.002278,               0.002278
                    236,                 1.3472,                0.55808,                0.84748,                0.99769,                0.99784,                  0.995,                0.54872,                 1.5465,                0.56957,                0.86676,               0.002245,               0.002245,               0.002245
                    237,                 1.3714,                0.56598,                0.84765,                0.99756,                0.99784,                0.99496,                0.54927,                 1.5482,                0.56267,                0.86552,               0.002212,               0.002212,               0.002212
                    238,                 1.3895,                0.56214,                0.85044,                0.99767,                0.99784,                  0.995,                0.54732,                 1.5194,                0.56506,                0.86491,               0.002179,               0.002179,               0.002179
                    239,                 1.3663,                0.56213,                0.84691,                0.99553,                0.99784,                  0.995,                0.55202,                 1.5307,                0.56799,                0.86404,               0.002146,               0.002146,               0.002146
                    240,                 1.3684,                0.55627,                0.84409,                0.99783,                0.99784,                  0.995,                0.54961,                 1.5431,                0.56516,                0.86432,               0.002113,               0.002113,               0.002113
                    241,                 1.3493,                0.55204,                0.85131,                0.99984,                      1,                  0.995,                0.55404,                 1.5332,                0.55655,                0.86383,                0.00208,                0.00208,                0.00208
                    242,                  1.374,                0.55499,                0.85738,                0.99771,                0.99784,                  0.995,                0.54695,                 1.5421,                0.56117,                0.86752,               0.002047,               0.002047,               0.002047
                    243,                 1.3542,                0.54992,                0.84839,                0.99769,                0.99784,                0.99498,                0.55136,                 1.5336,                0.56591,                0.86559,               0.002014,               0.002014,               0.002014
                    244,                 1.3949,                0.55814,                0.85801,                0.99551,                0.99569,                0.99379,                0.55411,                 1.5324,                0.55993,                0.86514,               0.001981,               0.001981,               0.001981
                    245,                 1.3801,                0.56822,                0.84601,                0.99768,                0.99784,                 0.9944,                0.55199,                 1.5311,                0.56301,                0.86635,               0.001948,               0.001948,               0.001948
                    246,                 1.3425,                0.54645,                0.85405,                0.99769,                0.99784,                0.99384,                0.55406,                 1.5301,                0.56475,                0.86453,               0.001915,               0.001915,               0.001915
                    247,                 1.3128,                0.54594,                0.83612,                0.99768,                0.99784,                0.99487,                0.55426,                  1.537,                0.56018,                0.86599,               0.001882,               0.001882,               0.001882
                    248,                 1.3547,                0.54873,                0.84896,                0.99766,                0.99784,                0.99483,                0.54997,                 1.5482,                0.56075,                0.86559,               0.001849,               0.001849,               0.001849
                    249,                 1.3664,                0.55614,                0.84297,                0.99551,                0.99569,                0.99498,                0.54402,                 1.5373,                0.55954,                0.86432,               0.001816,               0.001816,               0.001816
                    250,                 1.3271,                0.55538,                0.84046,                0.99768,                0.99784,                  0.995,                0.55446,                 1.5361,                 0.5618,                0.86511,               0.001783,               0.001783,               0.001783
                    251,                 1.3497,                0.54915,                0.84838,                0.99767,                0.99784,                0.99494,                0.55356,                 1.5406,                0.56251,                0.86645,                0.00175,                0.00175,                0.00175
                    252,                 1.3295,                0.54386,                0.84438,                0.99555,                0.99569,                0.99494,                0.54414,                 1.5543,                0.55968,                0.86948,               0.001717,               0.001717,               0.001717
