frame_id,time,detected,x1,y1,c1
1.0,0.0,1.0,320.39605712890625,209.3179931640625,0.7593737244606018
2.0,0.03333333333333333,1.0,321.45013427734375,210.59817504882812,0.8051950335502625
3.0,0.06666666666666667,1.0,321.9548645019531,211.2933349609375,0.8051981329917908
4.0,0.1,1.0,322.50213623046875,212.23593139648438,0.8049869537353516
5.0,0.13333333333333333,1.0,323.0709228515625,212.969482421875,0.793491542339325
6.0,0.16666666666666669,1.0,323.10321044921875,213.89700317382812,0.7798745036125183
7.0,0.2,1.0,323.28900146484375,214.57789611816406,0.7922371625900269
8.0,0.23333333333333334,1.0,323.454833984375,215.55844116210938,0.8038961291313171
9.0,0.26666666666666666,1.0,324.11773681640625,217.62228393554688,0.7928702235221863
10.0,0.3,1.0,324.1520690917969,218.3018798828125,0.7748303413391113
11.0,0.33333333333333337,1.0,324.1376037597656,219.1036376953125,0.7961005568504333
12.0,0.3666666666666667,1.0,324.408447265625,220.49160766601562,0.8128073811531067
13.0,0.4,1.0,324.54815673828125,221.20794677734375,0.8027966022491455
14.0,0.43333333333333335,1.0,324.9620361328125,223.26409912109375,0.7589242458343506
15.0,0.4666666666666667,1.0,325.01275634765625,223.584716796875,0.7681501507759094
16.0,0.5,1.0,325.460205078125,224.969970703125,0.7804282903671265
17.0,0.5333333333333333,1.0,325.8118591308594,226.36680603027344,0.7853294610977173
18.0,0.5666666666666667,1.0,325.98541259765625,227.9647979736328,0.7736597061157227
19.0,0.6,1.0,326.44512939453125,229.21212768554688,0.8004902601242065
20.0,0.6333333333333334,1.0,326.6116638183594,230.65274047851562,0.8114295601844788
21.0,0.6666666666666667,1.0,326.71429443359375,231.70834350585938,0.7930635213851929
22.0,0.7000000000000001,1.0,326.25079345703125,233.39205932617188,0.7686787247657776
23.0,0.735,1.0,326.6131591796875,234.33853149414062,0.8043185472488403
24.0,0.7683333333333334,1.0,326.9072265625,236.09689331054688,0.7914389371871948
25.0,0.8016666666666667,1.0,326.5484924316406,237.22555541992188,0.8025860786437988
26.0,0.8350000000000001,1.0,326.36114501953125,238.04380798339844,0.7614198327064514
27.0,0.8683333333333334,1.0,326.1070251464844,239.56236267089844,0.8054932355880737
28.0,0.9016666666666667,1.0,325.55499267578125,240.8544158935547,0.7833561897277832
29.0,0.935,1.0,325.029541015625,242.0069122314453,0.7748914957046509
30.0,0.9683333333333334,1.0,324.404052734375,243.04281616210938,0.7805298566818237
31.0,1.0016666666666667,1.0,323.9725341796875,244.12051391601562,0.8163965344429016
32.0,1.0350000000000001,1.0,323.223876953125,245.26800537109375,0.815368115901947
33.0,1.0683333333333334,1.0,322.86212158203125,245.86190795898438,0.8068845868110657
34.0,1.1016666666666668,1.0,321.58935546875,246.633544921875,0.792969286441803
35.0,1.135,1.0,320.78875732421875,248.19827270507812,0.7754570245742798
36.0,1.1683333333333334,1.0,319.57061767578125,248.874267578125,0.8066996335983276
37.0,1.2016666666666667,1.0,318.80950927734375,249.54180908203125,0.8161171674728394
38.0,1.235,1.0,318.1700134277344,250.09954833984375,0.8164774179458618
39.0,1.2683333333333333,1.0,315.8851013183594,251.1927490234375,0.7831664085388184
40.0,1.3016666666666667,1.0,315.275390625,251.5894775390625,0.7719916105270386
41.0,1.335,1.0,314.66387939453125,251.96487426757812,0.7802706360816956
42.0,1.3683333333333334,1.0,313.2813720703125,252.8169403076172,0.7957140803337097
43.0,1.4016666666666668,1.0,311.449462890625,253.56719970703125,0.790002167224884
44.0,1.435,1.0,310.64056396484375,253.9888458251953,0.7713754773139954
45.0,1.4683333333333335,1.0,308.9920349121094,254.4488525390625,0.8117306232452393
46.0,1.5016666666666667,1.0,308.18829345703125,254.93746948242188,0.8097282648086548
47.0,1.5350000000000001,1.0,307.3463439941406,255.36911010742188,0.8038060665130615
48.0,1.5683333333333334,1.0,306.3728332519531,255.87503051757812,0.7755078673362732
49.0,1.6016666666666668,1.0,304.98846435546875,256.3191223144531,0.7885141968727112
50.0,1.635,1.0,304.1170959472656,256.8604431152344,0.7990164160728455
51.0,1.6683333333333334,1.0,302.658447265625,257.06512451171875,0.7806603908538818
52.0,1.7016666666666667,1.0,301.425048828125,257.28076171875,0.7577255964279175
53.0,1.735,1.0,300.81817626953125,257.5646667480469,0.7650171518325806
54.0,1.7683333333333333,1.0,299.7442626953125,258.0631408691406,0.8041011095046997
55.0,1.8016666666666667,1.0,298.5020751953125,258.0927734375,0.7981411814689636
56.0,1.8350000000000002,1.0,297.9314880371094,258.0062561035156,0.7952226400375366
57.0,1.8683333333333334,1.0,297.1708984375,258.2563781738281,0.8000030517578125
58.0,1.9016666666666668,1.0,296.0286865234375,258.3037109375,0.7518959045410156
59.0,1.935,1.0,295.1409606933594,258.36395263671875,0.8072152733802795
60.0,1.9683333333333335,1.0,294.6068115234375,258.1236267089844,0.8110631704330444
61.0,2.001666666666667,1.0,293.4854736328125,257.85821533203125,0.783139705657959
62.0,2.035,1.0,292.4496154785156,257.7648620605469,0.7744269967079163
63.0,2.0683333333333334,1.0,291.5966491699219,257.50048828125,0.7552521824836731
64.0,2.1016666666666666,1.0,290.3936767578125,257.33087158203125,0.7893944978713989
65.0,2.1350000000000007,1.0,289.76141357421875,257.20770263671875,0.7685289978981018
66.0,2.17,1.0,288.7366638183594,256.83837890625,0.8004297614097595
67.0,2.2033333333333336,1.0,287.00152587890625,256.485595703125,0.791603147983551
68.0,2.236666666666667,1.0,286.5205078125,256.2290954589844,0.7780076265335083
69.0,2.27,1.0,285.490966796875,255.76730346679688,0.7925357222557068
