frame_id,time,detected,x1,y1,c1
1.0,0.0,1.0,114.40084838867188,78.67518615722656,0.8027409315109253
2.0,0.03333333333333333,1.0,113.90214538574219,79.83728790283203,0.799708366394043
3.0,0.06666666666666667,1.0,113.29154968261719,80.72259521484375,0.7937290668487549
4.0,0.1,1.0,112.68854522705078,81.45590209960938,0.7586824893951416
5.0,0.13333333333333333,1.0,112.05250549316406,82.2078857421875,0.7786004543304443
6.0,0.16666666666666669,1.0,111.46994018554688,82.9996337890625,0.8069571256637573
7.0,0.2,1.0,110.7221908569336,84.17619323730469,0.8212733864784241
8.0,0.23333333333333334,1.0,110.19628143310547,84.83372497558594,0.8137659430503845
9.0,0.26666666666666666,1.0,109.63027954101562,85.6751708984375,0.7970434427261353
10.0,0.3,1.0,108.78215026855469,86.45799255371094,0.7670650482177734
11.0,0.33333333333333337,1.0,107.92999267578125,87.22019958496094,0.7734372019767761
12.0,0.3666666666666667,1.0,107.11631774902344,87.83670043945312,0.7831516861915588
13.0,0.4,1.0,106.24494934082031,88.75215148925781,0.8038596510887146
14.0,0.43333333333333335,1.0,105.57056427001953,89.28731536865234,0.7945888042449951
15.0,0.4666666666666667,1.0,104.65870666503906,89.89750671386719,0.7967458963394165
16.0,0.5,1.0,103.67252349853516,90.55599975585938,0.765652060508728
17.0,0.5333333333333333,1.0,103.00595092773438,90.95106506347656,0.7425529956817627
18.0,0.5666666666666667,1.0,101.83229064941406,91.3558349609375,0.7748309373855591
19.0,0.6,1.0,101.02670288085938,92.00196075439453,0.7808720469474792
20.0,0.6333333333333334,1.0,100.1399154663086,92.43118286132812,0.7974935173988342
21.0,0.6666666666666667,1.0,99.06485748291016,92.78308868408203,0.7925066351890564
22.0,0.7000000000000001,1.0,97.92414855957031,93.18916320800781,0.7892595529556274
23.0,0.735,1.0,96.7347183227539,93.51618957519531,0.8194473385810852
24.0,0.7683333333333334,1.0,95.82868957519531,93.96067810058594,0.8137277364730835
25.0,0.8016666666666667,1.0,94.93363952636719,94.32299041748047,0.7953450083732605
26.0,0.8350000000000001,1.0,93.98675537109375,94.89250946044922,0.7735910415649414
27.0,0.8683333333333334,1.0,92.87730407714844,95.76802062988281,0.7414112091064453
28.0,0.9016666666666667,1.0,92.06831359863281,96.23910522460938,0.7824797630310059
29.0,0.935,1.0,91.31417083740234,96.80705261230469,0.781267523765564
30.0,0.9683333333333334,1.0,90.67045593261719,97.63273620605469,0.803713858127594
31.0,1.0016666666666667,1.0,89.9095458984375,98.35690307617188,0.7894992828369141
32.0,1.0350000000000001,1.0,89.22915649414062,99.07192993164062,0.7738520503044128
33.0,1.0683333333333334,1.0,88.42245483398438,100.00617218017578,0.7503650784492493
34.0,1.1016666666666668,1.0,87.58169555664062,100.96510314941406,0.7656166553497314
35.0,1.135,1.0,86.98616027832031,101.81205749511719,0.7841691374778748
36.0,1.1683333333333334,1.0,86.21412658691406,102.91206359863281,0.8167011141777039
37.0,1.2016666666666667,1.0,86.10749053955078,103.70479583740234,0.8015943765640259
38.0,1.235,1.0,85.81593322753906,104.77489471435547,0.7876124382019043
39.0,1.2683333333333333,1.0,84.92375946044922,105.65860748291016,0.7620047926902771
40.0,1.3016666666666667,1.0,84.41688537597656,106.849609375,0.7664949297904968
41.0,1.335,1.0,83.85074615478516,107.75718688964844,0.7828941941261292
42.0,1.3683333333333334,1.0,83.2917251586914,108.55070495605469,0.7675706148147583
43.0,1.4016666666666668,1.0,82.883056640625,109.51085662841797,0.7802203297615051
44.0,1.435,1.0,82.40997314453125,110.44841003417969,0.7866296768188477
45.0,1.4683333333333335,1.0,81.6195068359375,111.17140197753906,0.7826443314552307
46.0,1.5016666666666667,1.0,81.39723205566406,112.07904052734375,0.8012057542800903
47.0,1.5350000000000001,1.0,80.8941421508789,112.96664428710938,0.8042930960655212
48.0,1.5683333333333334,1.0,80.71083068847656,114.0299072265625,0.7987037897109985
49.0,1.6016666666666668,1.0,80.0997314453125,114.91463470458984,0.7812350988388062
50.0,1.635,1.0,79.63859558105469,115.83358001708984,0.8054835796356201
51.0,1.6683333333333334,1.0,78.98336791992188,116.67756652832031,0.7991736531257629
52.0,1.7016666666666667,1.0,78.38784790039062,117.51997375488281,0.804721474647522
53.0,1.735,1.0,77.91838073730469,118.41090393066406,0.7975112199783325
54.0,1.7683333333333333,1.0,77.54248046875,119.33981323242188,0.766980767250061
55.0,1.8016666666666667,1.0,76.82383728027344,119.84419250488281,0.7629407048225403
56.0,1.8350000000000002,1.0,76.354736328125,120.77395629882812,0.7732625603675842
57.0,1.8683333333333334,1.0,75.90254974365234,121.60273742675781,0.7966137528419495
58.0,1.9016666666666668,1.0,75.56889343261719,122.5121841430664,0.7994693517684937
59.0,1.935,1.0,75.04833984375,123.50601196289062,0.7834563255310059
60.0,1.9683333333333335,1.0,74.42321014404297,124.19125366210938,0.7549298405647278
61.0,2.001666666666667,1.0,73.40811157226562,124.96480560302734,0.7737488746643066
62.0,2.035,1.0,73.04976654052734,125.73558044433594,0.7823076248168945
63.0,2.0683333333333334,1.0,71.90543365478516,126.59429931640625,0.7939276695251465
64.0,2.1016666666666666,1.0,71.05369567871094,127.26632690429688,0.7622233033180237
65.0,2.1350000000000007,1.0,70.64865112304688,127.8491439819336,0.769500195980072
66.0,2.17,1.0,70.16961669921875,128.7685546875,0.7683037519454956
67.0,2.2033333333333336,1.0,69.30685424804688,129.554931640625,0.7468065619468689
68.0,2.236666666666667,1.0,68.91824340820312,130.4097900390625,0.770623505115509
