frame_id,time,detected,x1,y1,c1
1.0,0.0,1.0,208.52606201171875,167.7168731689453,0.7478512525558472
2.0,0.03333333333333333,1.0,207.771484375,168.1897430419922,0.7389373779296875
3.0,0.06666666666666667,1.0,207.31967163085938,169.0355224609375,0.7591702938079834
4.0,0.1,1.0,206.31051635742188,169.39431762695312,0.7720023393630981
5.0,0.13333333333333333,1.0,205.73321533203125,169.79388427734375,0.7799838781356812
6.0,0.16666666666666669,1.0,205.16110229492188,170.22418212890625,0.7613184452056885
7.0,0.2,1.0,204.52316284179688,170.69732666015625,0.7514606714248657
8.0,0.23333333333333334,1.0,203.6871795654297,171.17935180664062,0.7324997186660767
9.0,0.26666666666666666,1.0,203.3922576904297,171.68255615234375,0.7610989809036255
10.0,0.3,1.0,202.81546020507812,172.34759521484375,0.8008321523666382
11.0,0.33333333333333337,1.0,202.09661865234375,172.57522583007812,0.7924383282661438
12.0,0.3666666666666667,1.0,201.694091796875,173.25424194335938,0.7794111967086792
13.0,0.4,1.0,201.0641326904297,173.71466064453125,0.7295957803726196
14.0,0.43333333333333335,1.0,200.55935668945312,174.56283569335938,0.7303565740585327
15.0,0.4666666666666667,1.0,200.15408325195312,175.28541564941406,0.7423959970474243
16.0,0.5,1.0,199.60116577148438,176.1398468017578,0.7900075912475586
17.0,0.5333333333333333,1.0,199.2481689453125,176.85406494140625,0.7972699403762817
18.0,0.5666666666666667,1.0,198.825439453125,177.77175903320312,0.797056257724762
19.0,0.6,1.0,198.61038208007812,178.5258026123047,0.7720698118209839
20.0,0.6333333333333334,1.0,198.4991912841797,179.35601806640625,0.7869457006454468
21.0,0.6666666666666667,1.0,198.22991943359375,180.0426025390625,0.7767041325569153
22.0,0.7000000000000001,1.0,197.810791015625,180.82411193847656,0.7561889886856079
23.0,0.735,1.0,197.75372314453125,181.4652557373047,0.7608503103256226
24.0,0.7683333333333334,1.0,197.61532592773438,182.38311767578125,0.7684799432754517
25.0,0.8016666666666667,1.0,197.54229736328125,183.1177978515625,0.76283198595047
26.0,0.8350000000000001,1.0,197.4659881591797,183.85134887695312,0.7525920867919922
27.0,0.8683333333333334,1.0,197.2919464111328,184.4453125,0.7287782430648804
28.0,0.9016666666666667,1.0,197.1802215576172,185.1021728515625,0.7331038117408752
29.0,0.935,1.0,197.32598876953125,185.8401641845703,0.7612465620040894
30.0,0.9683333333333334,1.0,197.2415771484375,186.59487915039062,0.7690634727478027
31.0,1.0016666666666667,1.0,197.23812866210938,187.13223266601562,0.7551289200782776
32.0,1.0350000000000001,1.0,196.94650268554688,187.91818237304688,0.7439203262329102
33.0,1.0683333333333334,1.0,196.88833618164062,188.45433044433594,0.7413625717163086
34.0,1.1016666666666668,1.0,196.94866943359375,189.0294647216797,0.7586885690689087
35.0,1.135,1.0,196.9019775390625,189.50363159179688,0.7622810006141663
36.0,1.1683333333333334,1.0,196.99090576171875,190.28628540039062,0.7522408366203308
37.0,1.2016666666666667,1.0,196.90032958984375,190.79840087890625,0.7308682203292847
38.0,1.235,1.0,196.7701873779297,191.20770263671875,0.765874445438385
39.0,1.2683333333333333,1.0,196.67665100097656,191.79605102539062,0.770350456237793
40.0,1.3016666666666667,1.0,196.65234375,192.17156982421875,0.7655031681060791
41.0,1.335,1.0,196.4058837890625,192.48739624023438,0.7948662042617798
42.0,1.3683333333333334,1.0,196.14358520507812,192.99632263183594,0.7992653250694275
43.0,1.4016666666666668,1.0,196.06883239746094,193.3391876220703,0.8036420941352844
44.0,1.435,1.0,195.80035400390625,193.72842407226562,0.8016964197158813
45.0,1.4683333333333335,1.0,195.6231231689453,193.98155212402344,0.7985878586769104
46.0,1.5016666666666667,1.0,195.2965850830078,194.17823791503906,0.787581205368042
47.0,1.5350000000000001,1.0,195.10911560058594,194.34005737304688,0.7741804718971252
48.0,1.5683333333333334,1.0,194.7167205810547,194.569580078125,0.7630786895751953
49.0,1.6016666666666668,1.0,194.3375701904297,194.8927001953125,0.7480381727218628
50.0,1.635,1.0,193.87535095214844,194.96237182617188,0.7412254214286804
51.0,1.6683333333333334,1.0,193.50782775878906,194.98712158203125,0.7395150065422058
52.0,1.7016666666666667,1.0,193.00180053710938,195.14744567871094,0.7727052569389343
53.0,1.735,1.0,192.32650756835938,195.31362915039062,0.7885270714759827
54.0,1.7683333333333333,1.0,191.80172729492188,195.53565979003906,0.7813361883163452
55.0,1.8016666666666667,1.0,191.21810913085938,195.5593719482422,0.7615379691123962
56.0,1.8350000000000002,1.0,190.608642578125,195.69345092773438,0.760420560836792
57.0,1.8683333333333334,1.0,190.33380126953125,195.74893188476562,0.7604224681854248
58.0,1.9016666666666668,1.0,189.64431762695312,196.045654296875,0.7604866027832031
59.0,1.935,1.0,189.150146484375,196.24728393554688,0.7947170734405518
60.0,1.9683333333333335,1.0,188.43475341796875,196.21636962890625,0.7969920039176941
61.0,2.001666666666667,1.0,187.69287109375,196.50115966796875,0.7758194804191589
62.0,2.035,1.0,187.13116455078125,196.5596466064453,0.762108564376831
63.0,2.0683333333333334,1.0,186.4803466796875,196.769775390625,0.768798291683197
64.0,2.1016666666666666,1.0,185.5054931640625,197.2767333984375,0.7961686253547668
65.0,2.1350000000000007,1.0,184.86602783203125,197.4596405029297,0.7722719311714172
66.0,2.17,1.0,183.8624267578125,197.94029235839844,0.7381932139396667
67.0,2.2033333333333336,1.0,182.97500610351562,198.2366180419922,0.7620168924331665
68.0,2.236666666666667,1.0,182.14547729492188,198.54296875,0.799323320388794
69.0,2.27,1.0,181.1481170654297,198.96237182617188,0.7819612622261047
