x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13
72.60873413085938,52.107666015625,268.0614929199219,111.30255126953124,166.14950561523438,119.64928436279295,152.64089965820312,127.8061294555664,287.938232421875,107.23583984375,312.97900390625,738.779052734375,325.5789794921875,163.40469360351562,108.13186645507812,106.87603759765624,208.52606201171875,167.7168731689453,64.38068389892578,211.89553833007807,190.8238525390625,108.2716827392578,320.39605712890625,209.3179931640625,114.40084838867188,78.67518615722656
72.21443176269531,51.845062255859375,269.44793701171875,111.73294830322266,165.36341857910156,119.12603759765624,151.0496826171875,127.1659164428711,287.88824462890625,108.77857208251952,311.82037353515625,736.9990234375,325.5757141113281,163.2270965576172,108.09229278564452,107.6789321899414,207.771484375,168.1897430419922,64.82501220703125,213.62022399902344,192.90032958984372,110.29816436767578,321.4501342773437,210.59817504882807,113.9021453857422,79.83728790283203
71.38604736328125,51.81092834472656,270.892822265625,112.271484375,164.52383422851562,118.59481811523438,149.56845092773438,126.58384704589844,288.2558288574219,110.15377807617188,311.0528564453125,737.2716064453125,325.6679077148437,163.10577392578125,108.46835327148438,108.55770111083984,207.31967163085935,169.0355224609375,64.79319763183594,215.5677490234375,196.01412963867188,113.12527465820312,321.9548645019531,211.2933349609375,113.2915496826172,80.72259521484375
71.04924011230469,51.64914321899414,272.33837890625,112.88294982910156,163.70358276367188,118.0489501953125,148.1824188232422,126.02218627929688,288.35528564453125,111.71957397460938,310.73114013671875,735.7188720703125,325.7684936523437,162.9716796875,108.71491241455078,109.48275756835938,206.31051635742188,169.39431762695312,65.27169799804688,217.2889709472656,199.97152709960935,117.03897094726562,322.50213623046875,212.2359313964844,112.68854522705078,81.45590209960938
70.4835205078125,51.49531555175781,273.8847045898437,113.29499816894533,162.84982299804688,117.58114624023438,147.13499450683594,125.43585968017578,288.42919921875,113.20569610595705,309.3533630371094,734.970947265625,325.8432006835937,162.76504516601562,108.77670288085938,110.48043823242188,205.73321533203125,169.79388427734375,65.7732925415039,219.3116149902344,205.22259521484372,120.38140106201172,323.0709228515625,212.969482421875,112.05250549316406,82.2078857421875
70.08291625976562,51.37395477294922,275.0404052734375,113.65135192871094,161.73394775390625,116.98664855957033,146.20297241210938,125.32464599609376,288.5438232421875,114.34954833984376,308.82891845703125,732.8111572265625,325.6358337402344,162.49127197265625,109.37683868408205,111.19796752929688,205.16110229492188,170.22418212890625,66.21790313720703,220.91616821289065,209.33876037597656,122.7170181274414,323.10321044921875,213.89700317382807,111.46994018554688,82.9996337890625
69.51719665527344,51.322853088378906,276.3038635253906,114.36229705810548,160.73855590820312,116.14158630371094,145.77865600585938,125.0181884765625,288.75469970703125,115.68093872070312,307.1705322265625,732.7889404296875,325.5501708984375,162.2034454345703,109.6651611328125,111.7665023803711,204.52316284179688,170.69732666015625,66.86091613769531,222.6314697265625,212.42877197265625,124.0016632080078,323.2890014648437,214.5778961181641,110.7221908569336,84.17619323730469
69.08377838134766,51.12232208251953,277.3807983398437,114.85784912109376,159.78546142578125,115.61868286132812,145.14772033691406,124.68690490722656,288.7315673828125,117.24324035644533,306.20416259765625,731.2937622070312,325.3345947265625,161.9871826171875,109.7667236328125,111.52847290039062,203.6871795654297,171.17935180664062,67.266357421875,224.3193206787109,215.16043090820312,124.86904907226562,323.454833984375,215.55844116210935,110.19628143310548,84.83372497558594
68.45356750488281,51.13438034057617,278.3619384765625,115.52297973632812,158.93849182128906,114.47393798828124,144.63470458984375,124.17007446289062,289.0087890625,118.61721801757812,305.2752990722656,731.501708984375,325.3065795898437,161.99061584472656,109.90518188476562,111.24708557128906,203.3922576904297,171.68255615234375,67.93718719482422,226.07806396484372,216.43606567382807,125.27546691894533,324.11773681640625,217.62228393554688,109.63027954101562,85.6751708984375
68.0957260131836,51.03636932373047,279.3516540527344,115.8984603881836,157.9407958984375,113.61566162109376,144.09768676757812,123.94083404541016,288.9950866699219,119.71168518066406,306.0799560546875,730.0963134765625,325.12225341796875,161.8301239013672,109.95635223388672,110.64889526367188,202.81546020507807,172.34759521484375,68.52391052246094,227.7799530029297,217.087646484375,125.45437622070312,324.1520690917969,218.3018798828125,108.78215026855467,86.45799255371094
67.47240447998047,50.94343566894531,280.2001953125,116.49723815917967,157.0222625732422,112.7144012451172,143.56765747070312,123.75694274902344,289.4168395996094,120.9733657836914,303.2022705078125,729.5182495117188,324.8774108886719,161.8365936279297,110.0326919555664,110.15885162353516,202.09661865234372,172.57522583007812,68.94131469726562,229.5166473388672,216.81317138671875,125.73441314697266,324.1376037597656,219.1036376953125,107.92999267578124,87.22019958496094
66.96733856201172,50.92155456542969,281.073486328125,117.1788101196289,156.11830139160156,111.3105926513672,142.9710235595703,123.49405670166016,289.1634521484375,122.0204086303711,302.337646484375,728.3211669921875,324.6414794921875,161.8416748046875,110.17160034179688,109.55203247070312,201.694091796875,173.25424194335938,69.33794403076172,230.87603759765625,215.74468994140625,126.09063720703124,324.408447265625,220.4916076660156,107.11631774902344,87.83670043945312
66.40630340576172,50.69254302978516,281.6124267578125,117.81514739990234,155.40618896484375,110.09823608398438,142.3222198486328,123.21247863769533,289.3123474121094,123.18099975585938,301.445556640625,728.255859375,324.39044189453125,161.88177490234375,110.51847839355467,108.92552947998048,201.0641326904297,173.71466064453125,70.05703735351562,232.533935546875,214.61331176757807,126.09829711914062,324.54815673828125,221.20794677734372,106.24494934082033,88.75215148925781
65.92752838134766,50.70817947387695,282.40802001953125,118.36138916015624,154.55294799804688,108.66505432128906,141.6295166015625,123.09260559082033,289.5910949707031,123.92587280273438,301.2152099609375,726.468017578125,324.1580810546875,161.8709716796875,110.6634521484375,108.05348205566406,200.55935668945312,174.56283569335938,70.517578125,234.08810424804688,213.0863800048828,125.77394104003906,324.9620361328125,223.26409912109372,105.57056427001952,89.28731536865234
65.34381866455078,50.654327392578125,282.92779541015625,119.03948211669922,153.892578125,106.84324645996094,140.99485778808594,123.14553833007812,290.0650329589844,124.88324737548828,299.5311889648437,725.4605712890625,323.7535400390625,161.7555694580078,111.123046875,107.58346557617188,200.15408325195312,175.28541564941406,71.11670684814453,235.6078186035156,211.59048461914065,124.8551025390625,325.01275634765625,223.584716796875,104.65870666503906,89.89750671386719
64.91230010986328,50.55315017700195,283.3565673828125,119.78814697265624,152.89468383789062,105.38319396972656,140.1876220703125,123.01277160644533,290.3408203125,126.0272216796875,298.9441833496094,724.83837890625,323.4752502441406,161.66973876953125,111.3489227294922,107.11858367919922,199.6011657714844,176.1398468017578,71.5689697265625,237.05270385742188,210.79153442382807,123.75614166259766,325.460205078125,224.969970703125,103.67252349853516,90.55599975585938
64.2371597290039,50.59922790527344,283.8087158203125,120.49278259277344,151.75555419921875,103.79335021972656,139.23251342773438,123.01346588134766,290.48486328125,126.7389678955078,297.55712890625,724.6409912109375,322.9747314453125,161.71270751953125,111.80486297607422,106.47235107421876,199.2481689453125,176.85406494140625,72.5303955078125,238.2803497314453,209.9710693359375,122.7513427734375,325.8118591308594,226.36680603027344,103.00595092773438,90.95106506347656
63.791282653808594,50.67268753051758,284.25128173828125,121.19650268554688,151.1138916015625,102.29499816894533,138.22789001464844,123.03208923339844,290.77008056640625,127.68321228027344,296.9511108398437,721.7479858398438,322.64031982421875,161.75701904296875,112.2353057861328,105.82485961914062,198.825439453125,177.77175903320312,73.27526092529297,239.4835357666016,209.3568572998047,121.88790893554688,325.98541259765625,227.9647979736328,101.83229064941406,91.3558349609375
63.16768646240234,50.64508056640625,284.71142578125,121.9523696899414,150.41470336914062,100.53152465820312,137.09091186523438,123.05247497558594,290.9739074707031,128.5634307861328,295.3359375,722.259033203125,322.11920166015625,161.76100158691406,112.6623992919922,105.43792724609376,198.61038208007807,178.5258026123047,74.05957794189453,240.83969116210935,208.733154296875,121.22415161132812,326.44512939453125,229.21212768554688,101.02670288085938,92.00196075439452
62.51950454711914,50.67072296142578,285.13787841796875,122.88213348388672,149.64292907714844,99.05599975585938,136.06011962890625,123.18663787841795,291.3370361328125,129.067138671875,295.6029357910156,721.5823364257812,321.79833984375,161.85382080078125,113.34397888183594,104.89604949951172,198.4991912841797,179.35601806640625,74.68104553222656,242.1876678466797,208.23468017578125,120.65823364257812,326.6116638183594,230.6527404785156,100.1399154663086,92.43118286132812
61.90610504150391,50.70355987548828,285.5802917480469,123.7102508544922,148.95547485351562,97.34378051757812,134.90672302246094,123.38794708251952,291.5625,129.93910217285156,294.5826110839844,720.813720703125,321.1607971191406,161.72230529785156,113.78884887695312,104.57478332519533,198.22991943359372,180.0426025390625,75.20985412597656,243.27110290527344,207.61859130859372,120.2193603515625,326.7142944335937,231.70834350585935,99.06485748291016,92.78308868408205
